relpath	parent_path	base_key	index	new_key	new_value	new_comment
messages.yml		multiconfigRowAddHover			&7wpisz nazwę w oknie kowadła; wstępnie wypełnione: &f[name]	
messages.yml		multiconfigRowEditHover			&7edytuj &f[name]	
messages.yml		multiconfigRowRemoveHover			&cusuń &f[name]	
messages.yml		multiconfigConfirmTitle			&c&lusunąć [name]?	
messages.yml		multiconfigLockRegionDefault			&7domyślnego regionu nie można usunąć	
messages.yml		multiconfigLockWorldLoaded			&7świat '[name]' jest wczytany na serwerze; wyładuj go przed usunięciem jego konfiguracji	
messages.yml		multiconfigResultAdded			&adodano '[name]'.	
messages.yml		multiconfigResultRemoved			&ausunięto '[name]'.	
messages.yml		multiconfigResultAddFailed			&cnie udało się dodać '[name]': [reason]	
messages.yml		multiconfigResultRemoveFailed			&cnie udało się usunąć '[name]': [reason]	
messages.yml		multiconfigResultNameInvalid			&cnazwa '[name]' jest niedozwolona; użyj liter, cyfr, '_', '-', '.'	
messages.yml		multiconfigResultNameTaken			&cwpis o nazwie '[name]' już istnieje.	
messages.yml		PLAYER_AVAILABLE			&aDOSTĘPNY	
messages.yml		PLAYER_SETUP			&bWYBIERANIE LOKALIZACJI	
messages.yml		PLAYER_LOADING			&bWCZYTYWANIE CHUNKÓW	
messages.yml		PLAYER_TELEPORTING			&bTELEPORTACJA	
