relpath	parent_path	base_key	index	new_key	new_value	new_comment
messages.yml		mapUnavailable			&e[P1] chart kibble is not available right now.	
messages.yml		mapBusy			&e[P1] the map-sniffer is busy; try again in a few licks.	
messages.yml		menuInfoBadPointsLabel			#9D7CD8&l# bad-spots map	
# Network region errors (cross-server vocab: neighbour box).
messages.yml		networkRegionUnavailable			&c[P0] no neighbour box is currently serving territory '[region]'.	
messages.yml		networkRegionAmbiguous			&c[P0] territory '[region]' is ambiguous across neighbour boxes; please pin a box.	
# Multiconfig submenu (regions/worlds add-remove-edit prose).
messages.yml		multiconfigHeaderRegions			#5FB3B3&l territories	
messages.yml		multiconfigHeaderWorlds			#5FB3B3&l boxes	
messages.yml		multiconfigToggleRemoveModeOff			&8[ ] chompy mode	
messages.yml		multiconfigToggleRemoveModeOn			&c[x] chompy mode (paw an entry to chomp it)	
messages.yml		multiconfigRowAdd			&a+ sniff out a new one...	
messages.yml		multiconfigRowAddHover			&7type a name in the scratching prompt; prefilled: &f[name]	
messages.yml		multiconfigRowEditHover			&7groom &f[name]	
messages.yml		multiconfigRowRemoveHover			&cchomp &f[name]	
messages.yml		multiconfigConfirmTitle			&c&lchomp [name]?	
messages.yml		multiconfigConfirmYes			&c&l[paw to chomp]	
messages.yml		multiconfigConfirmNo			&a&l[scamper away]	
messages.yml		multiconfigLockRegionDefault			&7the default territory cannot be chomped	
messages.yml		multiconfigLockWorldLoaded			&7box '[name]' is loaded on the server; unload it before chomping its setup	
messages.yml		multiconfigResultAdded			&aadded '[name]'.	
messages.yml		multiconfigResultRemoved			&achomped '[name]'.	
messages.yml		multiconfigResultAddFailed			&ccould not add '[name]': [reason]	
messages.yml		multiconfigResultRemoveFailed			&ccould not chomp '[name]': [reason]	
messages.yml		multiconfigResultNameInvalid			&cname '[name]' is not allowed; use letters, digits, '_', '-', '.'	
messages.yml		multiconfigResultNameTaken			&can entry named '[name]' already lives here.	
