relpath	parent_path	base_key	index	new_key	new_value	new_comment
messages.yml		mapBusy		karteBeschaeftigt		
messages.yml		menuInfoBadPointsLabel		menueInfoSchlechteOrteBezeichnung		
messages.yml		networkQueued		netzwerkInWarteschlange		
messages.yml		alreadyQueued		bereitsInWarteschlange		
messages.yml		networkTimedOut		netzwerkZeitueberschreitung		
messages.yml		waitlistFull		warteschlangeVoll		
messages.yml		networkRouting		netzwerkWeiterleitung		
messages.yml		networkReserved		netzwerkReserviert		
messages.yml		networkTransferring		netzwerkUebertragung		
messages.yml		networkFallback		netzwerkRueckfall		
messages.yml		networkFailed		netzwerkFehlgeschlagen		
messages.yml		networkRegionUnavailable		netzwerkRegionNichtVerfuegbar		
messages.yml		networkRegionAmbiguous		netzwerkRegionMehrdeutig		
messages.yml		multiconfigHeaderDefault		multikonfigKopfStandard		
messages.yml		multiconfigHeaderRegions		multikonfigKopfRegionen		
messages.yml		multiconfigHeaderWorlds		multikonfigKopfWelten		
messages.yml		multiconfigToggleRemoveModeOff		multikonfigEntfernenModusAus		
messages.yml		multiconfigToggleRemoveModeOn		multikonfigEntfernenModusAn		
messages.yml		multiconfigRowAdd		multikonfigZeileHinzufuegen		
messages.yml		multiconfigRowAddHover		multikonfigZeileHinzufuegenHover		
messages.yml		multiconfigRowEditHover		multikonfigZeileBearbeitenHover		
messages.yml		multiconfigRowRemoveHover		multikonfigZeileEntfernenHover		
messages.yml		multiconfigConfirmTitle		multikonfigBestaetigenTitel		
messages.yml		multiconfigConfirmYes		multikonfigBestaetigenJa		
messages.yml		multiconfigConfirmNo		multikonfigBestaetigenNein		
messages.yml		multiconfigLockRegionDefault		multikonfigSperreRegionStandard		
messages.yml		multiconfigLockWorldLoaded		multikonfigSperreWeltGeladen		
messages.yml		multiconfigResultAdded		multikonfigErgebnisHinzugefuegt		
messages.yml		multiconfigResultRemoved		multikonfigErgebnisEntfernt		
messages.yml		multiconfigResultAddFailed		multikonfigErgebnisHinzufuegenFehlgeschlagen		
messages.yml		multiconfigResultRemoveFailed		multikonfigErgebnisEntfernenFehlgeschlagen		
messages.yml		multiconfigResultNameInvalid		multikonfigErgebnisNameUngueltig		
messages.yml		multiconfigResultNameTaken		multikonfigErgebnisNameVergeben		
messages.yml		PLAYER_AVAILABLE		SPIELER_VERFUEGBAR		
messages.yml		PLAYER_COOLDOWN		SPIELER_ABKLINGZEIT		
messages.yml		PLAYER_SETUP		SPIELER_EINRICHTUNG		
messages.yml		PLAYER_LOADING		SPIELER_LADEN		
messages.yml		PLAYER_TELEPORTING		SPIELER_TELEPORTIERT		
messages.yml		title		titel		
messages.yml		subtitle		untertitel		
messages.yml		fadeIn		einblenden		
messages.yml		stay		bleiben		
messages.yml		fadeOut		ausblenden		
messages.yml		actionbar		aktionsleiste		
messages.yml		version		version		
messages.yml		showDevTag		entwicklerTagAnzeigen		
