relpath	parent_path	base_key	index	new_key	new_value	new_comment
messages.yml		multiconfigConfirmTitle			&c&l[name] löschen?	
messages.yml		multiconfigConfirmYes			&c&l[confirm delete]	
messages.yml		multiconfigConfirmNo			&a&l[cancel]	
messages.yml		multiconfigLockRegionDefault			&7die Standardregion kann nicht entfernt werden	
messages.yml		multiconfigLockWorldLoaded			&7Welt '[name]' ist auf dem Server geladen; entlade sie, bevor du ihre Konfiguration entfernst	
messages.yml		multiconfigResultAdded			&a'[name]' hinzugefügt.	
messages.yml		multiconfigResultRemoved			&a'[name]' entfernt.	
messages.yml		multiconfigResultAddFailed			&c'[name]' konnte nicht hinzugefügt werden: [reason]	
messages.yml		multiconfigResultRemoveFailed			&c'[name]' konnte nicht entfernt werden: [reason]	
messages.yml		multiconfigResultNameInvalid			&cName '[name]' ist nicht erlaubt; verwende Buchstaben, Ziffern, '_', '-', '.'	
messages.yml		multiconfigResultNameTaken			&cein Eintrag mit dem Namen '[name]' existiert bereits.	
messages.yml		PLAYER_AVAILABLE			&aVERFÜGBAR	
messages.yml		PLAYER_SETUP			&bWÄHLE EINEN ORT	
messages.yml		PLAYER_LOADING			&bLADE CHUNKS	
messages.yml		PLAYER_TELEPORTING			&bTELEPORTIERE	
messages.yml		multiconfigHeaderRegions			#5FB3B3&l Regionen	
messages.yml		multiconfigHeaderWorlds			#5FB3B3&l Welten	
