relpath	parent_path	base_key	index	new_key	new_value	new_comment
messages.yml		help_description		pomocOpis		
messages.yml		reload		przeladuj		
messages.yml		reload_description		przeladujOpis		
messages.yml		scan		scan		
messages.yml		scan_description		skanOpis		
messages.yml		config_description		konfigOpis		
messages.yml		info_description		infoOpis		
messages.yml		test_description		testOpis		
messages.yml		menuInvalid		menuNieprawidlowe		
messages.yml		menuUnknownPlayer		menuNieznanyGracz		
messages.yml		menuHoverFallbackType		menuHoverTypZastepczy		
messages.yml		menuHoverFallbackBounds		menuHoverGraniceZastepcze		
messages.yml		menuBack		menuWstecz		
messages.yml		menuExecute		menuWykonaj		
messages.yml		menuPickValue		menuWybierzWartosc		
messages.yml		menuTypeValue		menuWpiszWartosc		
messages.yml		menuConstructed		menuZbudowane		
messages.yml		menuRootTitle		menuGlownyTytul		
messages.yml		menuRootHint		menuGlownaWskazowka		
messages.yml		menuPagePrev		menuStronaPoprzednia		
messages.yml		menuPageNext		menuStronaNastepna		
messages.yml		menuFrontPageSectionTeleport		menuStronaGlownaSekcjaTeleport		
messages.yml		menuFrontPageRowTeleport		menuStronaGlownaWierszTeleport		
messages.yml		menuFrontPageRowRegion		menuStronaGlownaWierszRegion		
messages.yml		menuFrontPageRowBiome		menuStronaGlownaWierszBiom		
messages.yml		menuFrontPageRowHelp		menuStronaGlownaWierszPomoc		
messages.yml		menuFrontPageRowAdmin		menuStronaGlownaWierszAdmin		
messages.yml		menuFrontPageHoverAdmin		menuStronaGlownaHoverAdmin		
messages.yml		menuAdminPanelTitle		menuPanelAdminaTytul		
messages.yml		menuAdminPanelHint		menuPanelAdminaWskazowka		
messages.yml		menuAdminPanelSectionConfig		menuPanelAdminaSekcjaKonfig		
messages.yml		menuAdminPanelSectionDiagnostics		menuPanelAdminaSekcjaDiagnostyka		
messages.yml		menuAdminPanelSectionLifecycle		menuPanelAdminaSekcjaCyklZycia		
messages.yml		menuAdminPanelSectionBrowse		menuPanelAdminaSekcjaPrzegladaj		
messages.yml		menuAdminPanelRowConfig		menuPanelAdminaWierszKonfig		
messages.yml		menuAdminPanelHoverConfig		menuPanelAdminaHoverKonfig		
messages.yml		menuAdminPanelRowRegions		menuPanelAdminaWierszRegiony		
messages.yml		menuAdminPanelHoverRegions		menuPanelAdminaHoverRegiony		
messages.yml		menuAdminPanelRowWorlds		menuPanelAdminaWierszSwiaty		
messages.yml		menuAdminPanelHoverWorlds		menuPanelAdminaHoverSwiaty		
messages.yml		menuAdminPanelRowEffects		menuPanelAdminaWierszEfekty		
messages.yml		menuAdminPanelHoverEffects		menuPanelAdminaHoverEfekty		
messages.yml		menuAdminPanelRowInfo		menuPanelAdminaWierszInfo		
messages.yml		menuAdminPanelHoverInfo		menuPanelAdminaHoverInfo		
messages.yml		menuAdminPanelRowDiagnostics		menuPanelAdminaWierszDiagnostyka		
messages.yml		menuAdminPanelHoverDiagnostics		menuPanelAdminaHoverDiagnostyka		
messages.yml		menuAdminPanelRowMemory		menuPanelAdminaWierszPamiec		
messages.yml		menuAdminPanelHoverMemory		menuPanelAdminaHoverPamiec		
messages.yml		menuAdminPanelRowScan		menuPanelAdminaWierszSkan		
messages.yml		menuAdminPanelHoverScan		menuPanelAdminaHoverSkan		
messages.yml		menuAdminPanelRowReload		menuPanelAdminaWierszPrzeladuj		
messages.yml		menuAdminPanelHoverReload		menuPanelAdminaHoverPrzeladuj		
messages.yml		menuAdminPanelRowBrowse		menuPanelAdminaWierszPrzegladaj		
messages.yml		menuAdminPanelHoverBrowse		menuPanelAdminaHoverPrzegladaj		
messages.yml		menuAdminPanelRowBack		menuPanelAdminaWierszWstecz		
messages.yml		menuAdminPanelRowVisualizations		menuPanelAdminaWierszWizualizacje		
messages.yml		menuAdminPanelHoverVisualizations		menuPanelAdminaHoverWizualizacje		
messages.yml		menuAdminPanelSectionVisualizations		menuPanelAdminaSekcjaWizualizacje		
messages.yml		menuVisualizationsTitle		menuWizualizacjeTytul		
messages.yml		menuVisualizationsHint		menuWizualizacjeWskazowka		
messages.yml		menuVisualizationsRowRegion		menuWizualizacjeWierszRegion		
messages.yml		menuVisualizationsHoverRegion		menuWizualizacjeHoverRegion		
messages.yml		menuVisualizationsEmpty		menuWizualizacjePuste		
messages.yml		menuVisualizationsRowBack		menuWizualizacjeWierszWstecz		
messages.yml		menuAdminPanelSectionSetup		menuPanelAdminaSekcjaKonfiguracja		
messages.yml		menuPrefabSurvivalDefaultRow		menuPrefabSurvivalDomyslnyWiersz		
messages.yml		menuPrefabSurvivalDefaultHover		menuPrefabSurvivalDomyslnyHover		
messages.yml		menuPrefabLowPerformanceRow		menuPrefabNiskaWydajnoscWiersz		
messages.yml		menuPrefabLowPerformanceHover		menuPrefabNiskaWydajnoscHover		
messages.yml		menuPrefabHighPerformanceRow		menuPrefabWysokaWydajnoscWiersz		
messages.yml		menuPrefabHighPerformanceHover		menuPrefabWysokaWydajnoscHover		
messages.yml		menuPrefabFoliaTunedRow		menuPrefabFoliaDostrojonyWiersz		
messages.yml		menuPrefabFoliaTunedHover		menuPrefabFoliaDostrojonyHover		
messages.yml		menuPrefabMultiWorldRow		menuPrefabWieleSwiatowWiersz		
messages.yml		menuPrefabMultiWorldHover		menuPrefabWieleSwiatowHover		
messages.yml		menuPrefabConfirmTitle		menuPrefabPotwierdzTytul		
messages.yml		menuPrefabConfirmHint		menuPrefabPotwierdzWskazowka		
messages.yml		menuPrefabConfirmRow		menuPrefabPotwierdzWiersz		
messages.yml		menuPrefabCancelRow		menuPrefabAnulujWiersz		
messages.yml		infoBookRefreshRow		infoKsiazkaOdswiezWiersz		
messages.yml		infoBookRefreshHover		infoKsiazkaOdswiezHover		
messages.yml		infoBookSwitchToTextRow		infoKsiazkaPrzelaczNaCzatWiersz		
messages.yml		infoBookSwitchToTextHover		infoKsiazkaPrzelaczNaCzatHover		
messages.yml		infoBookOverflowFooter		infoKsiazkaPrzepelnienieStopka		
messages.yml		infoBookAutoRefreshDeferredNote		infoKsiazkaAutoOdswiezNotatka		
messages.yml		configSelectorTitle		konfigSelektorTytul		
messages.yml		configSelectorBackRow		konfigSelektorWsteczWiersz		
messages.yml		configFileTitle		konfigPlikTytul		
messages.yml		configFileBackRow		konfigPlikWsteczWiersz		
messages.yml		configFileEmptyHint		konfigPlikPustyWskazowka		
messages.yml		configKeyRowFormat		konfigKluczWierszFormat		
messages.yml		configKeyHoverFormat		konfigKluczHoverFormat		
messages.yml		configTypePickerTitle		konfigTypWyborTytul		
messages.yml		configSubParamPageTitle		konfigPodparametrStronaTytul		
messages.yml		configViewRawHint		konfigPodgladSurowyWskazowka		
messages.yml		configValueUnsetPlaceholder		konfigWartoscNieustawionaSymbol		
messages.yml		configPendingHeader		konfigOczekujaceNaglowek		
messages.yml		configPendingRowFormat		konfigOczekujaceWierszFormat		
messages.yml		configPendingRowHover		konfigOczekujaceWierszHover		
messages.yml		configApplyRow		konfigZastosujWiersz		
messages.yml		configDiscardRow		konfigOdrzucWiersz		
messages.yml		mapBindingMissing		mapaPowiazanieBrak		
messages.yml		mapResolverMissing		mapaResolverBrak		
messages.yml		mapUnavailable		mapaNiedostepna		
messages.yml		mapBusy		mapaZajeta		
messages.yml		menuInfoBadPointsLabel		menuInfoZlePunktyEtykieta		
messages.yml		networkQueued		siecWKolejce		
messages.yml		alreadyQueued		juzWKolejce		
messages.yml		networkTimedOut		siecPrzekroczonoCzas		
messages.yml		waitlistFull		listaOczekujacychPelna		
messages.yml		networkRouting		siecKierowanie		
messages.yml		networkReserved		siecZarezerwowano		
messages.yml		networkTransferring		siecPrzenoszenie		
messages.yml		networkFallback		siecAwaryjny		
messages.yml		networkFailed		siecNieudane		
messages.yml		networkRegionUnavailable		siecRegionNiedostepny		
messages.yml		networkRegionAmbiguous		siecRegionNiejednoznaczny		
messages.yml		multiconfigHeaderDefault		multikonfigNaglowekDomyslny		
messages.yml		multiconfigHeaderRegions		multikonfigNaglowekRegiony		
messages.yml		multiconfigHeaderWorlds		multikonfigNaglowekSwiaty		
messages.yml		multiconfigToggleRemoveModeOff		multikonfigTrybUsuwaniaWyl		
messages.yml		multiconfigToggleRemoveModeOn		multikonfigTrybUsuwaniaWl		
messages.yml		multiconfigRowAdd		multikonfigWierszDodaj		
messages.yml		multiconfigRowAddHover		multikonfigWierszDodajHover		
messages.yml		multiconfigRowEditHover		multikonfigWierszEdytujHover		
messages.yml		multiconfigRowRemoveHover		multikonfigWierszUsunHover		
messages.yml		multiconfigConfirmTitle		multikonfigPotwierdzTytul		
messages.yml		multiconfigConfirmYes		multikonfigPotwierdzTak		
messages.yml		multiconfigConfirmNo		multikonfigPotwierdzNie		
messages.yml		multiconfigLockRegionDefault		multikonfigBlokadaRegionDomyslny		
messages.yml		multiconfigLockWorldLoaded		multikonfigBlokadaSwiatZaladowany		
messages.yml		multiconfigResultAdded		multikonfigWynikDodano		
messages.yml		multiconfigResultRemoved		multikonfigWynikUsunieto		
messages.yml		multiconfigResultAddFailed		multikonfigWynikDodanieNieudane		
messages.yml		multiconfigResultRemoveFailed		multikonfigWynikUsuniecieNieudane		
messages.yml		multiconfigResultNameInvalid		multikonfigWynikNazwaNieprawidlowa		
messages.yml		multiconfigResultNameTaken		multikonfigWynikNazwaZajeta		
messages.yml		PLAYER_AVAILABLE		GRACZ_DOSTEPNY		
messages.yml		PLAYER_COOLDOWN		GRACZ_ODNOWIENIE		
messages.yml		PLAYER_SETUP		GRACZ_KONFIGURACJA		
messages.yml		PLAYER_LOADING		GRACZ_LADOWANIE		
messages.yml		PLAYER_TELEPORTING		GRACZ_TELEPORTACJA		
messages.yml		title		tytul		
messages.yml		subtitle		podtytul		
messages.yml		fadeIn		pojawienie		
messages.yml		stay		pozostanie		
messages.yml		fadeOut		zanik		
messages.yml		actionbar		pasekAkcji		
messages.yml		version		version		
messages.yml		showDevTag		pokazTagDev		
